Número registre,Nom establiment,Codi tipus establiment,Tipus establiment,Codi establiment pare,Titular,Telèfon,Codi tipus de via,Tipus de via,Nom de la via,Número de la via,Quilòmetre,Bloc,Portal,Escala,Pis,Porta,Codi postal,Codi municipi,Municipi,Article municipi,Codi comarca,Comarca,Codi província,Província,Codi ABS,ABS,Codi sector sanitari,Sector sanitari,Codi regió sanitària,Regió sanitària,Longitud,Latitud,Georeferència
A43708072,AMPLIFON,A,Audiopròtesi,,"AMPLIFON IBERICA, SAU",932237991,AV,AVINGUDA,PRAT DE LA RIBA,13,,,,,,,43201,43123,REUS,,08,BAIX CAMP,43,TARRAGONA,305,Reus - 3,6259,Baix Camp - Priorat,62,Camp de Tarragona,1.104101064,41.157503629,POINT (1.104101064 41.157503629)
F08005760,"BELENGUER BATLLERIÀ, MARIA",F,Farmàcia,,MARIA BELEGUER BATLLERIÀ,932358090,AV,AVINGUDA,GAUDI,71,,,,,,,08025,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,031,Barcelona - 02K,7851,Barcelona Eixample,78,Barcelona,2.17419398,41.409921091,POINT (2.17419398 41.409921091)
F08014356,"SOLER SÁNCHEZ, XAVIER",F,Farmàcia,,Xavier Soler Sánchez,932769121,CR,CARRER,VALLCIVERA,6-8,,,,,,,08033,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,064,Barcelona - 08H,7854,Barcelona Nou Barris,78,Barcelona,2.179073719,41.461099004,POINT (2.179073719 41.461099004)
F08000730,"HUGUET TERMES, MARIA TERESA",F,Farmàcia,,Ma. Teresa Huguet Termes,933370637,CR,CARRER,MAJOR,34,,,,,,,08901,08101,HOSPITALET DE LLOBRE,L',13,BARCELONES,08,BARCELONA,288,L'Hospitalet de Llobregat - 01 Centre,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,2.09854236,41.359560906,POINT (2.09854236 41.359560906)
V08559173,ÒPTICA FORUM,V,Òptica,,Miguel Ángel Moya Vázquez,932664625,CR,CARRER,LLULL,402,,,,,,,08019,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,074,Barcelona - 10D,7847,Barcelona Sant Martí,78,Barcelona,2.216988146,41.411767086,POINT (2.216988146 41.411767086)
F08012824,"CAMPS MARTINEZ, AGNES",F,Farmàcia,,AGNÈS CAMPS MARTÍNEZ,938591394,CR,CARRER,MAJOR,11,,,,,,,08508,08117,LES MASIES DE VOLTREG,,24,OSONA,08,BARCELONA,212,Sant Hipólit de Voltregà,6745,Osona,67,Catalunya Central,2.230753295,42.040378418,POINT (2.230753295 42.040378418)
A43725127,VISTAOPTICA,A,Audiopròtesi,,"Bernal Roig, M. Del Carme",977646248,CR,CARRER,PERE BADIA,9,,,,,,,43830,43153,TORREDEMBARRA,,36,TARRAGONES,43,TARRAGONA,257,Torredembarra,6258,Tarragonès - Baix Penedès,62,Camp de Tarragona,1.401863701,41.144439966,POINT (1.401863701 41.144439966)
F08006764,URGELLES ESQUERRA/FABREGAS FERRER,F,Farmàcia,,Patrícia Urgellés Esquerra (50%) i Carme Anna Fàbregas Ferrer (50%),934540905,CR,CARRER,ARIBAU,36,,,,,,,08011,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,024,Barcelona - 02D,7851,Barcelona Eixample,78,Barcelona,2.161051368,41.387228815,POINT (2.161051368 41.387228815)
F17002833,"JUANOLA RIBERA, ALEXANDRE",F,Farmàcia,,"JUANOLA RIBERA, ALEXANDRE",972204193,PS,PASSEIG,DE SANT JOAN BOSCO,23,,,,,,,17007,17079,GIRONA,,20,GIRONES,17,GIRONA,231,Sarrià de Ter,6462,Girona Sud,64,Girona,2.824696387,42.006638186,POINT (2.824696387 42.006638186)
A08705160,XIMENES ÒPTICS,A,Audiopròtesi,,"XIMENES I FILLS, SA",937989611,PL,PLAÇA,SANTA ANNA,23,,,,,,,08302,08121,MATARÓ,,21,MARESME,08,BARCELONA,000,No informat,0000,Desconegut,00,No informat,2.444609517,41.538239034,POINT (2.444609517 41.538239034)
A08710434,NATURAL OPTICS,A,Audiopròtesi,,NATURAL OPTICS CLARET SL.,620415959,CR,CARRER,SANT ANTONI Mª CLARET,37,,,,,,,0,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,000,No informat,0000,Desconegut,00,No informat,2.165799727,41.40490757,POINT (2.165799727 41.40490757)
V08505185,"ÒPTICA SANCHIS, SL",V,Òptica,,"OPTICA  SANCHIS , SL",934561173,CR,CARRER,INDUSTRIA,289,,,,,,,08041,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,076,Barcelona - 10F,7847,Barcelona Sant Martí,78,Barcelona,2.18156664,41.415236347,POINT (2.18156664 41.415236347)
F08025301,"SOLER VILARET, PILAR",F,Farmàcia,,Pilar Soler Vilaret,931147596,AV,AVINGUDA,BARCELONA,51,,,,,,,08750,08123,MOLINS DE REI,,11,BAIX LLOBREGAT,08,BARCELONA,160,Molins de Rei,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,2.021249754,41.408612638,POINT (2.021249754 41.408612638)
F08024770,"PUIGDEVALL VALERO, MIQUEL ANGEL",F,Farmàcia,,Miquel Àngel Puigdevall Valero,936381979,AV,AVINGUDA,JOAN CARLES I,56,,,,,,,08850,08089,GAVÀ,,11,BAIX LLOBREGAT,08,BARCELONA,123,Gavà - 2,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,1.99410434,41.30582601,POINT (1.99410434 41.30582601)
F08009733,"CARRERAS ARBAT, M GLORIA",F,Farmàcia,,Ma. Glòria Carreras Arbat,935602704,PL,PLAÇA,ANTONI BAQUE,3,,,,,,,08120,08105,LA LLAGOSTA,,41,VALLES ORIENTAL,08,BARCELONA,300,La Llagosta,7842,Vallès Oriental,78,Barcelona,2.192808076,41.512721511,POINT (2.192808076 41.512721511)
F08023495,"BATLLERIA CLAROS, CARME",F,Farmàcia,,Carme Batllerià Clarós,934605843,AV,AVINGUDA,MARTI PUJOL,649-653,,,,,,,08917,08015,BADALONA,,13,BARCELONES,08,BARCELONA,282,Badalona - 11,7867,Barcelonès Nord i Maresme,78,Barcelona,2.238854269,41.4612129,POINT (2.238854269 41.4612129)
F08022734,"SORIANO GUIMERA, SILVIA",F,Farmàcia,,Silvia Soriano Guimerà,933855150,CR,CARRER,MOSSEN CAMIL ROSELL,67-69,,,,,,,08921,08245,SANTA COLOMA DE GRAMEN,,13,BARCELONES,08,BARCELONA,223,Santa Coloma de Gramenet - 2,7867,Barcelonès Nord i Maresme,78,Barcelona,2.213134932,41.452578528,POINT (2.213134932 41.452578528)
F43003481,"ESQUE ENGLUND, TERESA",F,Farmàcia,,"ESQUÉ ENGLUND, TERESA",977791702,AV,AVINGUDA,VIDAL I BARRAQUER,3,,,,,,,43850,43038,CAMBRILS,,08,BAIX CAMP,43,TARRAGONA,091,Cambrils,6259,Baix Camp - Priorat,62,Camp de Tarragona,1.052746471,41.071223856,POINT (1.052746471 41.071223856)
F08012165,"SOLA CASANOVAS, MERCEDES",F,Farmàcia,,Mercedes Solà Casanovas,933469602,RB,RAMBLA,ONZE DE SETEMBRE,37,,,,,,,08030,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,395,Barcelona - 09H,7855,Barcelona Sant Andreu,78,Barcelona,2.192196274,41.429952514,POINT (2.192196274 41.429952514)
F08003925,"CALOMARDE GARCÍA, SONIA",F,Farmàcia,,Sonia Calomarde García,932316057,CR,CARRER,ARAGO,476,,,,,,,08013,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,029,Barcelona - 02I,7851,Barcelona Eixample,78,Barcelona,2.180352184,41.403655036,POINT (2.180352184 41.403655036)
F08000233,"FERRÉ CLAPÉS, MARC",F,Farmàcia,,Marc Ferré Clapés,933844806,AV,AVINGUDA,MARTI PUJOL,133,,,,,,,08912,08015,BADALONA,,13,BARCELONES,08,BARCELONA,273,Badalona - 02,7867,Barcelonès Nord i Maresme,78,Barcelona,2.245754751,41.448930471,POINT (2.245754751 41.448930471)
V17526918,CENTRE D'OPTOMETRIA DE CATALUNYA,V,Òptica,,"OPTOMETRIA CATALUNYA, SL",626948941,AV,AVINGUDA,LLUIS COMPANYS,57-59,,,,,,,17180,17215,VILABLAREIX,,20,GIRONES,17,GIRONA,199,Salt,6462,Girona Sud,64,Girona,2.797522101,41.951557934,POINT (2.797522101 41.951557934)
F43003298,"GONZALEZ SANCHEZ, IGNACIO",F,Farmàcia,,"GONZÁLEZ SANCHEZ, IGNACIO",977382223,CR,CARRER,"CIUTAT DE REUS, LOCALS 1 i 2",3,,,,,,,43840,43905,SALOU,,36,TARRAGONES,43,TARRAGONA,339,Salou,6258,Tarragonès - Baix Penedès,62,Camp de Tarragona,1.134738116,41.081180137,POINT (1.134738116 41.081180137)
V08531347,ÒPTICA UNIVERSITÀRIA,V,Òptica,,"ÒPTICA DEL PENEDÈS, S.L.",,CM,CAMI,RAL,393,,,,,,,08301,08121,MATARÓ,,21,MARESME,08,BARCELONA,152,Mataró - 1,7867,Barcelonès Nord i Maresme,78,Barcelona,2.444297481,41.53704406,POINT (2.444297481 41.53704406)
F25007119,"CAMPIÑEZ VICTORIO, EVA",F,Farmàcia,,EVA CAMPIÑEZ VICTORIO,973180037,CR,CARRER,LA BASCULA,9,,,,,,,25670,25220,TÉRMENS,,23,NOGUERA,25,LLEIDA,014,Balaguer,6156,Lleida,61,Lleida,0.75971996,41.717146358,POINT (0.75971996 41.717146358)
F08025238,"TORRUELLA ESTEBAN, MARIONA",F,Farmàcia,,Mariona Torruella Esteban,937612531,CR,CARRER,ESCOLES,31-33,,,,,,,08380,08110,MALGRAT DE MAR,,21,MARESME,08,BARCELONA,143,Malgrat de Mar,6462,Girona Sud,64,Girona,2.739792522,41.64281406,POINT (2.739792522 41.64281406)
F08013514,"FERNANDEZ SOLA, MARIA PILAR/VALLESPIN AGUADO,ANNA",F,Farmàcia,,Anna Vallespín Aguado i  Ma. Pilar Fernández Solà,933761644,CR,CARRER,BEDOLL,5,,,,,,,08940,08073,CORNELLÀ DE LLOBREGAT,,11,BAIX LLOBREGAT,08,BARCELONA,109,Cornellà de Llobregat - 2,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,2.082509162,41.36358111,POINT (2.082509162 41.36358111)
A08561373,OPTICA CALDERON,A,Audiopròtesi,,"Broncano Martinez , Angelines",933853722,CR,CARRER,SANT CARLES,64,,,,,,,08922,08245,SANTA COLOMA DE GRAMEN,,13,BARCELONES,08,BARCELONA,225,Santa Coloma de Gramenet - 4,7867,Barcelonès Nord i Maresme,78,Barcelona,2.209073417,41.449233816,POINT (2.209073417 41.449233816)
F08000120,"SALLA CLAROS, JOSEPA",F,Farmàcia,,Josefa Salla Clarós,933887301,AV,AVINGUDA,MARQUES DE SANT MORI,16 bis,,,,,,,08913,08015,BADALONA,,13,BARCELONES,08,BARCELONA,277,Badalona - 06,7867,Barcelonès Nord i Maresme,78,Barcelona,2.220261649,41.438074727,POINT (2.220261649 41.438074727)
F08016120,"FIOL BELART, JOSEP",F,Farmàcia,,Josep Fiol Belart,933219442,CR,CARRER,NUMANCIA,84,,,,,,,08029,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,039,Barcelona - 04A,7848,Barcelona Les Corts,78,Barcelona,2.137147545,41.385226009,POINT (2.137147545 41.385226009)
A08557232,GAES CENTRES AUDITIUS,A,Audiopròtesi,,"AMPLIFON IBERICA, SAU",,CR,CARRER,JOAN LARREA,9,,,,,,,08302,08121,MATARÓ,,21,MARESME,08,BARCELONA,158,Mataró - 7,7867,Barcelonès Nord i Maresme,78,Barcelona,2.432843084,41.537624644,POINT (2.432843084 41.537624644)
F08019820,"ROCA HUERGO,SUSANA ISABEL",F,Farmàcia,,Susana Isabel Roca Huergo,937270594,CR,CARRER,BALMES,83-85,,,,,,,08203,08187,SABADELL,,40,VALLES OCCIDENTAL,08,BARCELONA,191,Sabadell - 1B,7844,Vallès Occidental Est,78,Barcelona,2.11887116,41.540715185,POINT (2.11887116 41.540715185)
V25524519,NATURAL ÒPTICS,V,Òptica,,"NATURAL OPTICS BALAGUER, SL",973501558,CR,CARRER,SANT PELEGRI,29,,,,,BX,,25300,25217,TÀRREGA,,38,URGELL,25,LLEIDA,245,Tàrrega,6156,Lleida,61,Lleida,1.139934,41.649843471,POINT (1.139934 41.649843471)
F25018752,"VIDAL SENSI, Mª PILAR",F,Farmàcia,R25000434,"VIDAL SENSI, Mª PILAR",973621217,AV,AVINGUDA,FLORA CADENA,10,,,,,,,25594,25183,RIALP,,26,PALLARS SOBIRA,25,LLEIDA,174,Pallars Sobirà,7164,Alt Pirineu,71,Alt Pirineu i Aran,1.135082255,42.443081762,POINT (1.135082255 42.443081762)
F08000890,"PERICH TOMAS, FRANCESC",F,Farmàcia,,Francesc Perich Tomàs,938410094,CR,CARRER,SANTIAGO RUSIÑOL,31-33,,,,,,,08450,08106,LLINARS DEL VALLÈS,,41,VALLES ORIENTAL,08,BARCELONA,376,Alt Mogent,7842,Vallès Oriental,78,Barcelona,2.400711611,41.639311935,POINT (2.400711611 41.639311935)
V08546270,ÒPTICA COS,V,Òptica,,Daniel Garcia León,938653608,AV,AVINGUDA,PI I MARGALL,30,,,,,,,08140,08033,CALDES DE MONTBUI,,41,VALLES ORIENTAL,08,BARCELONA,089,Caldes de Montbui,7842,Vallès Oriental,78,Barcelona,2.164436624,41.631443173,POINT (2.164436624 41.631443173)
V08538208,L'ÒPTICA UNIVERSITÀRIA,V,Òptica,,"ÒPTICA DEL PENEDÈS, S.L.",932601220,RB,RAMBLA,NOSTRA SENYORA,22,,,,,,,08720,08305,VILAFRANCA DEL PENEDÈ,,03,ALT PENEDES,08,BARCELONA,397,Vilafranca del Penedès - 1,7865,Alt Penedès - Garraf,78,Barcelona,1.699257163,41.344974245,POINT (1.699257163 41.344974245)
F08021843,"PIGRAU RAZZAUTI, LAURA/OTTO PIGRAU, NIKOLE",F,Farmàcia,,LAURA PIGRAU RAZZAUTI/NIKOLE OTTO PIGRAU,937952847,CR,CARRER,SANT PERE,14,,,,,,,08392,08197,SANT ANDREU DE LLAVANE,,21,MARESME,08,BARCELONA,335,Sant Andreu de Llavaneres,7867,Barcelonès Nord i Maresme,78,Barcelona,2.497962299,41.557623795,POINT (2.497962299 41.557623795)
F08016804,"PONCE LÓPEZ, MÓNICA",F,Farmàcia,,Mónica Ponce López,937984947,CR,CARRER,IRLANDA,37,,,,,,,08303,08121,MATARÓ,,21,MARESME,08,BARCELONA,156,Mataró - 5,7867,Barcelonès Nord i Maresme,78,Barcelona,2.429391616,41.547038746,POINT (2.429391616 41.547038746)
F08024114,"PIERA SERRA, GLORIA",F,Farmàcia,,Glòria Piera Serra,936977163,PL,PLAÇA,JOSEP SAPES ESMENDIA,4,,,,,,,08191,08184,RUBÍ,,40,VALLES OCCIDENTAL,08,BARCELONA,378,Rubí - 3,7843,Vallès Occidental Oest,78,Barcelona,2.020588393,41.490375869,POINT (2.020588393 41.490375869)
V08542405,COTTET OPTICS,V,Òptica,,SOCIEDAD ANÓNIMA COTTET,936898421,CR,CARRER,SANT FRANCESC,31,,,,,,,08870,08270,SITGES,,17,GARRAF,08,BARCELONA,235,Sitges,7865,Alt Penedès - Garraf,78,Barcelona,1.808078518,41.237596066,POINT (1.808078518 41.237596066)
V08534972,SPINA ARMATO,V,Òptica,,"SPINA ARMATO, SCP",,CR,CARRER,VALENCIA,465,,,,,,,08013,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,029,Barcelona - 02I,7851,Barcelona Eixample,78,Barcelona,2.177935406,41.403814607,POINT (2.177935406 41.403814607)
V08539410,ÒPTICA UNIVERSITÀRIA,V,Òptica,,"ÒPTICA DEL PENEDÈS, S.L.",933424725,CR,CARRER,DIPUTACIO,246,,,,,,,08007,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,027,Barcelona - 02G,7851,Barcelona Eixample,78,Barcelona,2.164913767,41.38864884,POINT (2.164913767 41.38864884)
V08545886,ALAIN AFFLELOU ÓPTICO,V,Òptica,,AAO OPTICO SAU,,AV,AVINGUDA,PLAYA,S/N,,,,,,,0,08194,SANT ADRIÀ DE BESÒS,,13,BARCELONES,08,BARCELONA,000,No informat,0000,Desconegut,00,No informat,2.224339379,41.427713878,POINT (2.224339379 41.427713878)
A08710466,OIR +,A,Audiopròtesi,,Jaume Martinez Fernando,616798781,AV,AVINGUDA,MERIDIANA,378,,,,,,,08030,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,395,Barcelona - 09H,7855,Barcelona Sant Andreu,78,Barcelona,2.184136983,41.429223137,POINT (2.184136983 41.429223137)
F17002456,"FELEZ VIDAL, MONTSERRAT",F,Farmàcia,,"FELEZ VIDAL, MONTSERRAT",972818543,CT,CARRETERA,SANTA CRISTINA-PLATJA D'ARO,68,,,,,,,17249,17048,CASTELL-PLATJA D'ARO,,10,BAIX EMPORDA,17,GIRONA,208,Sant Feliu de Guíxols,6461,Girona Nord,64,Girona,3.068206772,41.817447755,POINT (3.068206772 41.817447755)
V08529605,AVANCE VISUAL,V,Òptica,,"SANCHEZ MARTIN, MARIA ISABEL 001023348, SLNE",931935288,CR,CARRER,LOPE DE VEGA,55,,,,,,,08005,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,072,Barcelona - 10B,7847,Barcelona Sant Martí,78,Barcelona,2.205406993,41.402918408,POINT (2.205406993 41.402918408)
F08010143,"MONTORIOL PALMES,RAIMON",F,Farmàcia,,Raimon Montoriol Palmes,933981900,CR,CARRER,EUROPA,10,,,,,,,08913,08015,BADALONA,,13,BARCELONES,08,BARCELONA,277,Badalona - 06,7867,Barcelonès Nord i Maresme,78,Barcelona,2.217341487,41.438451999,POINT (2.217341487 41.438451999)
F08012197,"TOBAJAS PARACUELLOS, SARA / NOHALES COUSO, VANESSA",F,Farmàcia,,Sara Tobajas Paracuellos / Vanessa Nohales Couso,933527957,CR,CARRER,FELIP II,224,,,,,,,08027,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,067,Barcelona - 09C,7855,Barcelona Sant Andreu,78,Barcelona,2.178325967,41.42769822,POINT (2.178325967 41.42769822)
F17001942,"MARTÍNEZ FARREGUT, HELENA",F,Farmàcia,,Helena Martínez Farregut,972366155,CR,CARRER,VENECIA,75,,,,,,,17310,17095,LLORET DE MAR,,34,SELVA,17,GIRONA,142,Lloret de Mar,6462,Girona Sud,64,Girona,2.853896151,41.701185617,POINT (2.853896151 41.701185617)
F08018858,"SATORRES LAPEÑA, MANUEL",F,Farmàcia,,Manuel Satorres Lapeña,935702518,AV,AVINGUDA,LLIBERTAT,36-38,,,,,,,08100,08124,MOLLET DEL VALLÈS,,41,VALLES ORIENTAL,08,BARCELONA,348,Mollet del Vallès - 1 Est,7842,Vallès Oriental,78,Barcelona,2.210053731,41.53347337,POINT (2.210053731 41.53347337)
F08016441,"TOTOSAUS ARRIBAS, M.DEL PILAR",F,Farmàcia,,Ma. del Pilar Totosaus Arribas,932494636,CR,CARRER,ALEGRIA,50,,,,,,,08905,08101,HOSPITALET DE LLOBRE,L',13,BARCELONES,08,BARCELONA,295,L'Hospitalet de Llobregat - 08 Florida Sud,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,2.114127436,41.3691214,POINT (2.114127436 41.3691214)
F08014003,"APARISI ALEPUZ, SALVADOR",F,Farmàcia,,Salvador Aparisi Alepuz,934383949,CT,CARRETERA,COLLBLANC,245,,,,,,,08906,08101,HOSPITALET DE LLOBRE,L',13,BARCELONES,08,BARCELONA,296,L'Hospitalet de Llobregat - 09 Pubilla Cases,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,2.10076446,41.376295249,POINT (2.10076446 41.376295249)
V08516370,ÒPTICA VALLÉS,V,Òptica,,Jordi Vallés Tainera,,CR,CARRER,SANT CRISTOFOL,43,,,,,,,08784,08161,PIERA,,06,ANOIA,08,BARCELONA,338,Piera,6735,Anoia,67,Catalunya Central,1.750618797,41.522141839,POINT (1.750618797 41.522141839)
F43002463,"CATALÀ PEÑA, ANAIS",F,Farmàcia,,ANAIS CATALÀ PEÑA,977509794,CR,CARRER,LA CREU,24,,,,,,,43747,43084,MIRAVET,,30,RIBERA D´EBRE,43,TARRAGONA,165,Móra la Nova - Móra d'Ebre,6360,Terres de l'Ebre,63,Terres de l'Ebre,0.599335301,41.04043429,POINT (0.599335301 41.04043429)
F17000392,"MANERA FABREGA, CATERINA",F,Farmàcia,,"MANERA FABREGA, CATERINA",972500295,CR,CARRER,JOAN MARAGALL,7,,,,,,,17600,17066,FIGUERES,,02,ALT EMPORDA,17,GIRONA,119,Figueres,6461,Girona Nord,64,Girona,2.961443908,42.267025532,POINT (2.961443908 42.267025532)
V08505065,COTTET ÓPTICOS,V,Òptica,,,,PS,PASSEIG,BONANOVA,109,,,,,,,08017,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,045,Barcelona - 05D,7850,Barcelona Sarrià - Sant Gervasi,78,Barcelona,2.123499522,41.400951769,POINT (2.123499522 41.400951769)
F43002706,"FORTUNY MARCH,JOSEPA",F,Farmàcia,,"FORTUNY MARCH, JOSEPA",977638227,CR,CARRER,RAVAL DE LA CREU,26,,,,,,,43811,43036,CABRA DEL CAMP,,01,ALT CAMP,43,TARRAGONA,262,Alt Camp Est,6257,Alt Camp - Conca de Barberà,62,Camp de Tarragona,1.275427666,41.39584559,POINT (1.275427666 41.39584559)
V17728093,OPTICA UNIVERSITÀRIA,V,Òptica,,"ÒPTICA DEL PENEDÈS, S.L.",932601220,CR,CARRER,SANT PERE,32,,,,,,,17310,17095,LLORET DE MAR,,34,SELVA,17,GIRONA,142,Lloret de Mar,6462,Girona Sud,64,Girona,2.846321406,41.700483902,POINT (2.846321406 41.700483902)
V08716161,TOM PARKER,V,Òptica,,"TOM PARKER, SL",628787967,CR,CARRER,PARELLADA,42,,,,,,,08720,08305,VILAFRANCA DEL PENEDÈ,,03,ALT PENEDES,08,BARCELONA,397,Vilafranca del Penedès - 1,7865,Alt Penedès - Garraf,78,Barcelona,1.700332607,41.346155839,POINT (1.700332607 41.346155839)
V08713940,CENTRE ÒPTIC PRE-VISIÓ,V,Òptica,,Sara García Pérez,610907826,GV,GRAN VIA,DE LA SAGRERA,111,,,,,,,0,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,000,No informat,0000,Desconegut,00,No informat,2.190986408,41.423682622,POINT (2.190986408 41.423682622)
F08021667,"COSTA SABATA, M. TERESA",F,Farmàcia,,M. TERESA COSTA SABATA,938309238,CR,CARRER,del Call de l'Hostal,5,,,,,,,08275,08034,CALDERS,,42,MOIANÈS,08,BARCELONA,011,Artés,6763,Solsonès - Bages - Berguedà,67,Catalunya Central,1.991236407,41.790100233,POINT (1.991236407 41.790100233)
F25020159,"SIMO CORTIELLA, ANNA",F,Farmàcia,,"SIMO CORTIELLA, ANNA",,CR,CARRER,ALCALDE PORQUERAS,91,,,,,,,25005,25120,LLEIDA,,33,SEGRIA,25,LLEIDA,379,Lleida - 7 Onze de Setembre,6156,Lleida,61,Lleida,0.62172245,41.629741979,POINT (0.62172245 41.629741979)
F08022491,"RELAT VIDAL, ROSER",F,Farmàcia,,Roser Relat Vidal,935707973,CR,CARRER,GALLECS,73,,,,,,,08100,08124,MOLLET DEL VALLÈS,,41,VALLES ORIENTAL,08,BARCELONA,349,Mollet del Vallès - 2 Oest,7842,Vallès Oriental,78,Barcelona,2.207633976,41.548209123,POINT (2.207633976 41.548209123)
V08555186,VALLS ÒPTICS,V,Òptica,,"CENTRE VISUAL VALLS ÒPTICS, SL",938036798,PS,PASSEIG,VERDAGUER,102,,,,,,,08700,08102,IGUALADA,,06,ANOIA,08,BARCELONA,371,Igualada - 1,6735,Anoia,67,Catalunya Central,1.621594923,41.580628711,POINT (1.621594923 41.580628711)
V08530424,NOVOPTICAL,V,Òptica,,"Lents i Complements, SL",,CR,CARRER,MAJOR,19,,,,,,,08110,08125,MONTCADA I REIXAC,,40,VALLES OCCIDENTAL,08,BARCELONA,302,Montcada i Reixac,7844,Vallès Occidental Est,78,Barcelona,2.188114073,41.485877349,POINT (2.188114073 41.485877349)
F08000811,"BALSELLS TURMO,ELIA/BALSELLS TURMO,MARTA",F,Farmàcia,,Elia Balsells Turmo i Marta Balsells Turmo,933315698,CR,CARRER,SANTA EULALIA,97,,,,,,,08902,08101,HOSPITALET DE LLOBRE,L',13,BARCELONES,08,BARCELONA,292,L'Hospitalet de Llobregat - 05 Santa Eulàlia Nord,7866,Baix Llobregat Centre - Litoral i L'Hospitalet de Llobregat,78,Barcelona,2.126164471,41.366907969,POINT (2.126164471 41.366907969)
V43522769,"UNIÓ ÒPTICA ULLDECONA, S.L.",V,Òptica,,"UNIÓ ÒPTICA ULLDECONA, S.L.",,CR,CARRER,MAJOR,144,,,,,,,43550,43156,ULLDECONA,,22,MONTSIA,43,TARRAGONA,260,Ulldecona,6360,Terres de l'Ebre,63,Terres de l'Ebre,0.445671074,40.595621635,POINT (0.445671074 40.595621635)
F08008659,"SÁNCHEZ GONZÁLEZ, CARLOS",F,Farmàcia,,Carlos Sánchez González,,AV,AVINGUDA,DIAGONAL,197,,,,,,,08018,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,071,Barcelona - 10A,7847,Barcelona Sant Martí,78,Barcelona,2.191461885,41.404174695,POINT (2.191461885 41.404174695)
F08005168,"ESPONA MESEGUER, NURIA",F,Farmàcia,,Núria Espona Meseguer,933171446,PL,PLAÇA,CATALUNYA,1,,,,,,,08002,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,024,Barcelona - 02D,7851,Barcelona Eixample,78,Barcelona,2.169400505,41.386013639,POINT (2.169400505 41.386013639)
F08005190,"RIBA SERRANO, MARTA",F,Farmàcia,,Marta Riba Serrano,933251194,GV,GRAN VIA,CORTS CATALANES,470,,,,,,,08015,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,021,Barcelona - 02A,7851,Barcelona Eixample,78,Barcelona,2.15559455,41.379527895,POINT (2.15559455 41.379527895)
F25015367,"JOSA PONS, ROSA MA",F,Farmàcia,,"JOSA PONS, ROSA MARIA",973455060,AV,AVINGUDA,JOAN ORO,6,,,,,,,25691,25002,ÀGER,,23,NOGUERA,25,LLEIDA,014,Balaguer,6156,Lleida,61,Lleida,0.760300664,42.002270268,POINT (0.760300664 42.002270268)
A08709904,VISTAOPTICA,A,Audiopròtesi,,"B2B OPTICAL, SL",934817181,PL,PLAÇA,LLUIS MILLET,2,,,,,,,08172,08205,SANT CUGAT DEL VALLÈS,,40,VALLES OCCIDENTAL,08,BARCELONA,388,Sant Cugat del Vallès - 1,7843,Vallès Occidental Oest,78,Barcelona,2.078946261,41.467958435,POINT (2.078946261 41.467958435)
F08006718,"GRAU GASULLA, M.ISABEL",F,Farmàcia,,Ma. Isabel Grau Gasulla,932315105,GV,GRAN VIA,CORTS CATALANES,763,,,,,,,08013,08019,BARCELONA,,13,BARCELONES,08,BARCELONA,030,Barcelona - 02J,7851,Barcelona Eixample,78,Barcelona,2.18414003,41.401665191,POINT (2.18414003 41.401665191)
F08021804,"VIRU MARTINEZ, WALTER JOSE",F,Farmàcia,,Walter José Virú Martínez,938795559,CR,CARRER,ROGER DE FLOR,45,,,,,,,08401,08096,GRANOLLERS,,41,VALLES ORIENTAL,08,BARCELONA,286,Granollers - 3 Centre Est,7842,Vallès Oriental,78,Barcelona,2.283430246,41.608212111,POINT (2.283430246 41.608212111)
